32,0.0000,0.00000,0.00000,0.00000,0.00000
32,0.0357,0.00000,0.00000,0.00000,0.00000
32,0.0399,0.00000,0.00000,0.00000,0.00000
32,0.0248,0.00000,0.00000,0.00000,0.00000
32,0.1579,0.00000,0.00000,0.00000,0.00000
32,0.2016,0.00000,0.00000,0.00000,0.00000
32,0.1000,0.00000,0.00000,0.00000,0.00000
32,0.2068,0.00000,0.00000,0.00000,0.00000
32,0.1160,0.00000,0.00000,0.00000,0.00000
32,0.2383,0.00000,0.00000,0.00000,0.00000
32,0.0508,0.00000,0.00000,0.00000,0.00000
32,0.2000,0.00000,0.00000,0.00000,0.00000
32,0.1862,0.00000,0.00000,0.00000,0.00000
32,0.0959,0.00000,0.00000,0.00000,0.00000
32,0.1318,0.00000,0.00000,0.00000,0.00000
32,0.2083,0.00000,0.00000,0.00000,0.00000
32,0.2455,0.00000,0.00000,0.00000,0.00000
32,0.3149,0.00000,0.00000,0.00000,0.00000
32,0.3000,0.00000,0.00000,0.00000,0.00000
32,0.3756,0.00000,0.00000,0.00000,0.00000
32,0.4770,0.19482,0.02003,0.02000,0.04216
32,0.4402,0.00000,0.00000,0.00000,0.00000
32,0.4000,0.00000,0.00000,0.00000,0.00000
32,0.4446,0.11719,0.00000,0.01000,0.03162
32,0.4535,0.00000,0.00000,0.00000,0.00000
32,0.4924,0.20410,0.00000,0.01000,0.03162
32,0.4654,0.00000,0.00000,0.00000,0.00000
32,0.5000,0.18066,0.00000,0.01000,0.03162
32,0.5097,0.20215,0.05134,0.03000,0.04830
32,0.4488,0.12305,0.00000,0.01000,0.03162
32,0.5500,0.26406,0.05767,0.20000,0.12472
32,0.5668,0.32205,0.08772,0.36000,0.09661
32,0.5736,0.32127,0.08786,0.50000,0.16330
32,0.5749,0.29053,0.07635,0.50000,0.13333
32,0.5905,0.36416,0.08382,0.68000,0.16865
32,0.5815,0.31929,0.09518,0.63000,0.11595
32,0.6000,0.39670,0.08452,0.80000,0.06667
32,0.6500,0.54435,0.09737,0.97000,0.04830
32,0.7000,0.66840,0.03224,1.00000,0.00000
32,0.6329,0.49372,0.09358,0.97000,0.04830
32,0.6398,0.52427,0.10464,0.99000,0.03162
32,0.8000,0.79429,0.01349,1.00000,0.00000
32,0.7335,0.72114,0.02055,1.00000,0.00000
32,0.7768,0.77026,0.01617,1.00000,0.00000
